mensaje_id|remitente|prioridad|fecha|clave_id|texto_original|texto_cifrado
132|Gustavo|alta|2026-06-12|S02|prueba de clave confirma contador en registro de acceso para proteger la red|<,/)&^ () *{^!) *:;_=,}^ *:;?^(:, ); ,)+=.?,: () ^**).: <^,^ <,:?)+), {^ ,)(
133|Helena|media|2026-06-13|S03|terminal remota bloquea acceso sin usar biblioteca externa porque contiene remitente|%]#.:?+, #]./%+ -,/@^]+ +==]$/ $:? ^$+# -:-,:/%]=+ ](%]#?+ !/#@^] =/?%:]?] #].:%]?%]
134|Ivan|baja|2026-06-14|S04|el indice del estacion de analisis sincroniza datos antes del amanecer|># /%</:> <># >)_}:/^% <> }%}#/)/) )/%:(^%/{} <}_^) }%_>) <># }$}%>:>(
135|Julieta|alta|2026-06-15|S05|analiza frecuencia del paquete de datos para comparar frecuencia y laboratorio|._.(^,. #[@/}@_/^. !@( -.=}@{@ !@ !.{+] -.[. /+)-.[.[ #[@/}@_/^. > (.?+[.{+[^+
136|Kevin|media|2026-06-16|K01|analista revisa mensaje urgente en mensajes distintos usando sistema frecuente|qfqsolzq ktcolq dtflqpt xkutfzt tf dtflqptl rolzofzgl xlqfrg lolztdq yktextfzt
137|Laura|baja|2026-06-17|K02|informe final mantiene longitud y texto listos para comparar frecuencias|kdxsofc xkdmg fmdukcdc gsdzkuyv w uceus gkiusi amom bsfamomo xocbycdbkmi
138|Mateo|alta|2026-06-18|K03|buscar laboratorio en base de pruebas permite medir equivalencia como caso de prueba|hvrqpk nphdkpcdkad if hpri gi xkvihpr xikoaci oigak ijvaspnifqap qdod qprd gi xkvihp
139|Natalia|media|2026-06-19|K04|reporte indica que repositorio local filtra resultados con prioridad baja|qdonqsd hmchbz ptd qdonrhsnqhn knbzk ehksqz qdrtkszcnr bnm oqhnqhczc aziz
140|Oscar|baja|2026-06-20|K05|consola de monitoreo usa resultado para probar cifrado y descifrado para el analista|xlmhloz wv nlmrglivl fhz ivhfogzwl kziz kilyzi xruizwl b wvhxruizwl kziz vo zmzorhgz
141|Patricia|alta|2026-06-21|K06|cuando modulo de busqueda requiere revision se registra datos con posicion|dvboep npevmp ef cvtrvfeb sfrvjfsf sfwjtjpo tf sfhjtusb ebupt dpo qptjdjpo
142|Rafael|media|2026-06-22|K07|el modulo compara ordenamiento archivo y servidor dentro de lista de remitentes|am npotmp wpnblcl pcoaxlnsaxjp lcwisqp z racqsopc oaxjcp oa msrjl oa cansjaxjar
143|Silvia|alta|2026-06-23|K08|cola de prioridad genera ejemplo de mensaje para busqueda eficiente|ifbe ou gjrfjroeo puduje usucgbf ou cudkesu geje amkhmuoe uyrirudlu
144|Tomas|media|2026-06-24|K09|prueba de fecha confirma frecuencia en motor de frecuencia con tabla inversa|yadnkj mn onlqj lxworavj oanldnwlrj nw vxcxa mn oanldnwlrj lxw cjkuj rwenabj
145|Uriel|baja|2026-06-25|K10|bitacora cifrada analiza frecuencia con datos del remitente cuando encuentra letra|oujxylhx yuchxqx xfxwuvx chmypmfyux ylf qxjld qmw hmaujmfjm ypxfql mfypmfjhx wmjhx
146|Veronica|alta|2026-06-26|S01|el palabra del indice de palabras ordena mensajes mediante sustitucion fija|%+ ]!+!@}! $%+ (=$(#% $% ]!+!@}!; [}$%=! -%=;!)%; -%$(!=:% ;<;:(:<#([= ^()!
147|Wendy|media|2026-06-27|S02|compara patrones del matriz de equivalencias para comparar equivalencia y fecha|*:}<^,^ <^?,:;). (){ }^?,=% () )>/=!^{);*=^. <^,^ *:}<^,^, )>/=!^{);*=^ $ _)*-^
148|Xavier|baja|2026-06-28|S03|analista revisa control de acceso en el turno vespertino usando lista frecuente|+?+,:$%+ #]&:$+ =/?%#/, [] +==]$/ ]? ], %^#?/ &]$!]#%:?/ ^$+?[/ ,:$%+ {#]=^]?%]
149|Yadira|alta|2026-06-29|S04|directorio secreto mantiene archivo y red listos para buscar ataque|</(>:_^(/^ )>:(>_^ $}%_/>%> }(:?/-^ ] (>< #/)_^) &}(} ;+):}( }_}*+>
150|Zoila|media|2026-06-30|S05|buscar cifrado en panel de auditoria permite medir tabla con criterio alfabetico|?}]/.[ /^#[.!+ @_ -._@( !@ .}!^{+[^. -@[)^{@ )@!^[ {.?(. /+_ /[^{@[^+ .(#.?@{^/+
151|Ana|baja|2026-07-01|K01|reporte indica que servidor principal requiere revision durante la noche|kthgkzt ofroeq jxt ltkcorgk hkofeohqs ktjxotkt ktcologf rxkqfzt sq fgeit
152|Bruno|alta|2026-07-02|K02|laboratorio central usa equipo para probar cifrado y descifrado para la prueba final|gmnsomusoks bcduomg yim cpykas amom aosnmo bkxomvs w vcibkxomvs amom gm aoycnm xkdmg
153|Carla|media|2026-07-03|K03|cuando red interna bloquea acceso se registra tabla con clave|qvpfgd kig afcikfp hndjvip pqqird ri kimarckp cphnp qdf qnpsi
154|Diego|alta|2026-07-04|K04|el modulo compara texto prioridad y ataque dentro de archivo historico|dk lnctkn bnlozqz sdwsn oqhnqhczc x zszptd cdmsqn cd zqbghun ghrsnqhbn
155|Elena|media|2026-07-05|K05|canal seguro genera ejemplo de prioridad para busqueda eficiente|xzmzo hvtfil tvmviz vqvnkol wv kirlirwzw kziz yfhjfvwz vurxrvmgv
156|Fernando|baja|2026-07-06|K06|prueba de posicion confirma datos en equipo azul con prioridad media|qsvfcb ef qptjdjpo dpogjsnb ebupt fo frvjqp bavm dpo qsjpsjebe nfejb
157|Gabriela|alta|2026-07-07|K07|equipo rojo compara patrones segun la clave activa despues de cifrar servidor|adtsbp cpvp wpnblcl bljcpxar rautx ml wmlqa lwjsql oarbtar oa wsyclc racqsopc
158|Hector|media|2026-07-08|K08|el busqueda del nodo norte clasifica prioridad segun fecha registrada|ub amkhmuoe oub dfof dfjlu ibekryrie gjrfjroeo kupmd yuiqe juprkljeoe
159|Isabel|baja|2026-07-09|K09|filtra resultados del puerta oeste para comparar contador y cifrado|orucaj anbducjmxb mnu ydnacj xnbcn yjaj lxvyjaja lxwcjmxa h lroajmx
160|Jorge|alta|2026-07-10|K10|analista revisa sistema de respaldo en modo silencioso usando red frecuente|xfxwudjx hmzudx dudjmax qm hmdnxwql mf alql duwmfyuldl pdxfql hmq chmypmfjm
161|Karla|media|2026-07-11|S01|tabla de claves mantiene algoritmo y sistema listos sin repetir palabras|:!@+! $% #+!>%; -!=:(%=% !+&[}(:-[ ? ;(;:%-! +(;:[; ;(= }%]%:(} ]!+!@}!;
162|Luis|baja|2026-07-12|S02|buscar clave en registro de acceso permite medir contador para proteger la red|&/.*^, *{^!) ); ,)+=.?,: () ^**).: <),}=?) })(=, *:;?^(:, <^,^ <,:?)+), {^ ,)(
163|Mariana|alta|2026-07-13|S03|reporte indica que terminal remota bloquea acceso sin usar biblioteca externa|#]!/#%] :?[:=+ @^] %]#.:?+, #]./%+ -,/@^]+ +==]$/ $:? ^$+# -:-,:/%]=+ ](%]#?+
164|Nicolas|media|2026-07-14|S04|estacion de analisis usa indice para probar cifrado y descifrado antes del amanecer|>)_}:/^% <> }%}#/)/) +)} /%</:> &}(} &(^;}( :/,(}<^ ] <>):/,(}<^ }%_>) <># }$}%>:>(
165|Olivia|alta|2026-07-15|S05|cuando paquete de datos analiza frecuencia se registra frecuencia con laboratorio|/}._!+ -.=}@{@ !@ !.{+] ._.(^,. #[@/}@_/^. ]@ [@$^]{[. #[@/}@_/^. /+_ (.?+[.{+[^+
166|Pablo|media|2026-07-16|K01|el modulo compara sistema algoritmo y letra dentro de mensaje urgente|ts dgrxsg egdhqkq lolztdq qsugkozdg n stzkq rtfzkg rt dtflqpt xkutfzt
167|Raquel|baja|2026-07-17|K02|informe final genera ejemplo de longitud para busqueda eficiente|kdxsofc xkdmg zcdcom cjcfags vc gsdzkuyv amom nyipycvm cxkbkcduc
168|Sergio|alta|2026-07-18|K03|prueba de laboratorio confirma equivalencia en base de pruebas como caso de prueba|xkvihp gi nphdkpcdkad qdfuakop ijvaspnifqap if hpri gi xkvihpr qdod qprd gi xkvihp
169|Teresa|media|2026-07-19|K04|repositorio local filtra resultados con prioridad baja para revisar patron|qdonrhsnqhn knbzk ehksqz qdrtkszcnr bnm oqhnqhczc aziz ozqz qduhrzq ozsqnm
170|Ulises|baja|2026-07-20|K05|el resultado del consola de monitoreo separa palabras para el analista|vo ivhfogzwl wvo xlmhloz wv nlmrglivl hvkziz kzozyizh kziz vo zmzorhgz
171|Valeria|alta|2026-07-21|K06|requiere revision del modulo de busqueda para comparar datos y posicion|sfrvjfsf sfwjtjpo efm npevmp ef cvtrvfeb qbsb dpnqbsbs ebupt z qptjdjpo
172|Walter|media|2026-07-22|K07|analista revisa lista de remitentes con memoria controlada usando ordenamiento frecuente|lxlmsrjl caqsrl msrjl oa cansjaxjar wpx nanpcsl wpxjcpmlol trlxop pcoaxlnsaxjp ycawtaxja
173|Ximena|baja|2026-07-23|K08|cola de prioridad mantiene mensaje y ordenamiento listos con prioridad alta|ifbe ou gjrfjroeo cedlrudu cudkesu z fjoudecrudlf brklfk ifd gjrfjroeo eble
174|Yolanda|alta|2026-07-24|K09|buscar fecha en motor de frecuencia permite medir frecuencia con tabla inversa|kdblja onlqj nw vxcxa mn oanldnwlrj ynavrcn vnmra oanldnwlrj lxw cjkuj rwenabj
175|Zaira|media|2026-07-25|K10|reporte indica que bitacora cifrada analiza frecuencia con datos del remitente|hmnlhjm ufquyx tpm oujxylhx yuchxqx xfxwuvx chmypmfyux ylf qxjld qmw hmaujmfjm
176|Adrian|alta|2026-07-26|S01|indice de palabras usa palabra para probar cifrado y descifrado mediante sustitucion fija|(=$(#% $% ]!+!@}!; <;! ]!+!@}! ]!}! ]}[@!} #(^}!$[ ? $%;#(^}!$[ -%$(!=:% ;<;:(:<#([= ^()!
177|Beatriz|media|2026-07-27|S02|cuando matriz de equivalencias compara patrones se registra equivalencia con fecha|*/^;(: }^?,=% () )>/=!^{);*=^. *:}<^,^ <^?,:;). .) ,)+=.?,^ )>/=!^{);*=^ *:; _)*-^
178|Cesar|baja|2026-07-28|S03|el modulo compara lista longitud y patron dentro de control de acceso|], ./[^,/ =/.!+#+ ,:$%+ ,/?}:%^[ ) !+%#/? []?%#/ [] =/?%#/, [] +==]$/
179|Daniela|alta|2026-07-29|S04|directorio secreto genera ejemplo de archivo para busqueda eficiente|</(>:_^(/^ )>:(>_^ .>%>(} >!>$&#^ <> }(:?/-^ &}(} ;+)*+><} >,/:/>%_>
180|Emilio|media|2026-07-30|S05|prueba de cifrado confirma tabla en panel de auditoria con criterio alfabetico|-[}@?. !@ /^#[.!+ /+_#^[). {.?(. @_ -._@( !@ .}!^{+[^. /+_ /[^{@[^+ .(#.?@{^/+
181|Fabiola|baja|2026-07-31|K01|servidor principal requiere revision durante la noche y conserva ataque|ltkcorgk hkofeohqs ktjxotkt ktcologf rxkqfzt sq fgeit n egfltkcq qzqjxt
182|Gustavo|alta|2026-08-01|K02|el equipo del laboratorio central registra cambio para la prueba final|cg cpykas vcg gmnsomusoks bcduomg oczkiuom bmfnks amom gm aoycnm xkdmg
183|Helena|media|2026-08-02|K03|bloquea acceso del red interna para comparar tabla y clave|hndjvip pqqird gin kig afcikfp xpkp qdoxpkpk cphnp w qnpsi
184|Ivan|baja|2026-08-03|K04|analista revisa archivo historico por longitud del texto usando texto frecuente|zmzkhrsz qduhrz zqbghun ghrsnqhbn onq knmfhstc cdk sdwsn trzmcn sdwsn eqdbtdmsd
185|Julieta|alta|2026-08-04|K05|canal seguro mantiene prioridad y lista listos para reporte de clase|xzmzo hvtfil nzmgrvmv kirlirwzw b orhgz orhglh kziz ivkligv wv xozhv
186|Kevin|media|2026-08-05|K06|buscar posicion en equipo azul permite medir datos con prioridad media|cvtdbs qptjdjpo fo frvjqp bavm qfsnjuf nfejs ebupt dpo qsjpsjebe nfejb
187|Laura|alta|2026-08-06|K07|reporte indica que equipo rojo compara patrones segun la clave activa|cabpcja sxoswl dta adtsbp cpvp wpnblcl bljcpxar rautx ml wmlqa lwjsql
188|Mateo|media|2026-08-07|K08|nodo norte usa busqueda para probar cifrado y descifrado segun fecha registrada|dfof dfjlu mke amkhmuoe geje gjfaej iryjeof z oukiryjeof kupmd yuiqe juprkljeoe
189|Natalia|baja|2026-08-08|K09|cuando puerta oeste filtra resultados se registra contador con cifrado|ldjwmx ydnacj xnbcn orucaj anbducjmxb bn anprbcaj lxwcjmxa lxw lroajmx
190|Oscar|alta|2026-08-09|K10|el modulo compara red mensaje y remitente dentro de sistema de respaldo|mw alqpwl ylanxhx hmq amfdxkm e hmaujmfjm qmfjhl qm dudjmax qm hmdnxwql
191|Patricia|media|2026-08-10|S01|tabla de claves genera ejemplo de algoritmo para busqueda eficiente|:!@+! $% #+!>%; &%=%}! %)%-]+[ $% !+&[}(:-[ ]!}! @<;{<%$! %^(#(%=:%
192|Rafael|baja|2026-08-11|S02|prueba de clave confirma contador en registro de acceso para proteger la red|<,/)&^ () *{^!) *:;_=,}^ *:;?^(:, ); ,)+=.?,: () ^**).: <^,^ <,:?)+), {^ ,)(
193|Silvia|alta|2026-08-12|S03|terminal remota bloquea acceso sin usar biblioteca externa porque contiene remitente|%]#.:?+, #]./%+ -,/@^]+ +==]$/ $:? ^$+# -:-,:/%]=+ ](%]#?+ !/#@^] =/?%:]?] #].:%]?%]
194|Tomas|media|2026-08-13|S04|el indice del estacion de analisis sincroniza datos antes del amanecer|># /%</:> <># >)_}:/^% <> }%}#/)/) )/%:(^%/{} <}_^) }%_>) <># }$}%>:>(
195|Uriel|baja|2026-08-14|S05|analiza frecuencia del paquete de datos para comparar frecuencia y laboratorio|._.(^,. #[@/}@_/^. !@( -.=}@{@ !@ !.{+] -.[. /+)-.[.[ #[@/}@_/^. > (.?+[.{+[^+
196|Veronica|alta|2026-08-15|K01|analista revisa mensaje urgente en mensajes distintos usando sistema frecuente|qfqsolzq ktcolq dtflqpt xkutfzt tf dtflqptl rolzofzgl xlqfrg lolztdq yktextfzt
197|Wendy|media|2026-08-16|K02|informe final mantiene longitud y texto listos para comparar frecuencias|kdxsofc xkdmg fmdukcdc gsdzkuyv w uceus gkiusi amom bsfamomo xocbycdbkmi
198|Xavier|alta|2026-08-17|K03|buscar laboratorio en base de pruebas permite medir equivalencia como caso de prueba|hvrqpk nphdkpcdkad if hpri gi xkvihpr xikoaci oigak ijvaspnifqap qdod qprd gi xkvihp
199|Yadira|media|2026-08-18|K04|reporte indica que repositorio local filtra resultados con prioridad baja|qdonqsd hmchbz ptd qdonrhsnqhn knbzk ehksqz qdrtkszcnr bnm oqhnqhczc aziz
200|Zoila|baja|2026-08-19|K05|consola de monitoreo usa resultado para probar cifrado y descifrado para el analista|xlmhloz wv nlmrglivl fhz ivhfogzwl kziz kilyzi xruizwl b wvhxruizwl kziz vo zmzorhgz
201|Ana|alta|2026-08-20|K06|cuando modulo de busqueda requiere revision se registra datos con posicion|dvboep npevmp ef cvtrvfeb sfrvjfsf sfwjtjpo tf sfhjtusb ebupt dpo qptjdjpo
202|Bruno|media|2026-08-21|K07|el modulo compara ordenamiento archivo y servidor dentro de lista de remitentes|am npotmp wpnblcl pcoaxlnsaxjp lcwisqp z racqsopc oaxjcp oa msrjl oa cansjaxjar
203|Carla|baja|2026-08-22|K08|cola de prioridad genera ejemplo de mensaje para busqueda eficiente|ifbe ou gjrfjroeo puduje usucgbf ou cudkesu geje amkhmuoe uyrirudlu
204|Diego|alta|2026-08-23|K09|prueba de fecha confirma frecuencia en motor de frecuencia con tabla inversa|yadnkj mn onlqj lxworavj oanldnwlrj nw vxcxa mn oanldnwlrj lxw cjkuj rwenabj
205|Elena|media|2026-08-24|K10|bitacora cifrada analiza frecuencia con datos del remitente cuando encuentra letra|oujxylhx yuchxqx xfxwuvx chmypmfyux ylf qxjld qmw hmaujmfjm ypxfql mfypmfjhx wmjhx
206|Fernando|baja|2026-08-25|S01|el palabra del indice de palabras ordena mensajes mediante sustitucion fija|%+ ]!+!@}! $%+ (=$(#% $% ]!+!@}!; [}$%=! -%=;!)%; -%$(!=:% ;<;:(:<#([= ^()!
207|Gabriela|alta|2026-08-26|S02|compara patrones del matriz de equivalencias para comparar equivalencia y fecha|*:}<^,^ <^?,:;). (){ }^?,=% () )>/=!^{);*=^. <^,^ *:}<^,^, )>/=!^{);*=^ $ _)*-^
208|Hector|media|2026-08-27|S03|analista revisa control de acceso en el turno vespertino usando lista frecuente|+?+,:$%+ #]&:$+ =/?%#/, [] +==]$/ ]? ], %^#?/ &]$!]#%:?/ ^$+?[/ ,:$%+ {#]=^]?%]
209|Isabel|alta|2026-08-28|S04|directorio secreto mantiene archivo y red listos para buscar ataque|</(>:_^(/^ )>:(>_^ $}%_/>%> }(:?/-^ ] (>< #/)_^) &}(} ;+):}( }_}*+>
210|Jorge|media|2026-08-29|S05|buscar cifrado en panel de auditoria permite medir tabla con criterio alfabetico|?}]/.[ /^#[.!+ @_ -._@( !@ .}!^{+[^. -@[)^{@ )@!^[ {.?(. /+_ /[^{@[^+ .(#.?@{^/+
211|Karla|baja|2026-08-30|K01|reporte indica que servidor principal requiere revision durante la noche|kthgkzt ofroeq jxt ltkcorgk hkofeohqs ktjxotkt ktcologf rxkqfzt sq fgeit
212|Luis|alta|2026-08-31|K02|laboratorio central usa equipo para probar cifrado y descifrado para la prueba final|gmnsomusoks bcduomg yim cpykas amom aosnmo bkxomvs w vcibkxomvs amom gm aoycnm xkdmg
213|Mariana|media|2026-09-01|K03|cuando red interna bloquea acceso se registra tabla con clave|qvpfgd kig afcikfp hndjvip pqqird ri kimarckp cphnp qdf qnpsi
214|Nicolas|baja|2026-09-02|K04|el modulo compara texto prioridad y ataque dentro de archivo historico|dk lnctkn bnlozqz sdwsn oqhnqhczc x zszptd cdmsqn cd zqbghun ghrsnqhbn
215|Olivia|alta|2026-09-03|K05|canal seguro genera ejemplo de prioridad para busqueda eficiente|xzmzo hvtfil tvmviz vqvnkol wv kirlirwzw kziz yfhjfvwz vurxrvmgv
216|Pablo|media|2026-09-04|K06|prueba de posicion confirma datos en equipo azul con prioridad media|qsvfcb ef qptjdjpo dpogjsnb ebupt fo frvjqp bavm dpo qsjpsjebe nfejb
217|Raquel|baja|2026-09-05|K07|equipo rojo compara patrones segun la clave activa despues de cifrar servidor|adtsbp cpvp wpnblcl bljcpxar rautx ml wmlqa lwjsql oarbtar oa wsyclc racqsopc
218|Sergio|alta|2026-09-06|K08|el busqueda del nodo norte clasifica prioridad segun fecha registrada|ub amkhmuoe oub dfof dfjlu ibekryrie gjrfjroeo kupmd yuiqe juprkljeoe
219|Teresa|media|2026-09-07|K09|filtra resultados del puerta oeste para comparar contador y cifrado|orucaj anbducjmxb mnu ydnacj xnbcn yjaj lxvyjaja lxwcjmxa h lroajmx
220|Ulises|alta|2026-09-08|K10|analista revisa sistema de respaldo en modo silencioso usando red frecuente|xfxwudjx hmzudx dudjmax qm hmdnxwql mf alql duwmfyuldl pdxfql hmq chmypmfjm
221|Valeria|media|2026-09-09|S01|tabla de claves mantiene algoritmo y sistema listos sin repetir palabras|:!@+! $% #+!>%; -!=:(%=% !+&[}(:-[ ? ;(;:%-! +(;:[; ;(= }%]%:(} ]!+!@}!;
222|Walter|baja|2026-09-10|S02|buscar clave en registro de acceso permite medir contador para proteger la red|&/.*^, *{^!) ); ,)+=.?,: () ^**).: <),}=?) })(=, *:;?^(:, <^,^ <,:?)+), {^ ,)(
223|Ximena|alta|2026-09-11|S03|reporte indica que terminal remota bloquea acceso sin usar biblioteca externa|#]!/#%] :?[:=+ @^] %]#.:?+, #]./%+ -,/@^]+ +==]$/ $:? ^$+# -:-,:/%]=+ ](%]#?+
224|Yolanda|media|2026-09-12|S04|estacion de analisis usa indice para probar cifrado y descifrado antes del amanecer|>)_}:/^% <> }%}#/)/) +)} /%</:> &}(} &(^;}( :/,(}<^ ] <>):/,(}<^ }%_>) <># }$}%>:>(
225|Zaira|baja|2026-09-13|S05|cuando paquete de datos analiza frecuencia se registra frecuencia con laboratorio|/}._!+ -.=}@{@ !@ !.{+] ._.(^,. #[@/}@_/^. ]@ [@$^]{[. #[@/}@_/^. /+_ (.?+[.{+[^+
226|Adrian|alta|2026-09-14|K01|el modulo compara sistema algoritmo y letra dentro de mensaje urgente|ts dgrxsg egdhqkq lolztdq qsugkozdg n stzkq rtfzkg rt dtflqpt xkutfzt
227|Beatriz|media|2026-09-15|K02|informe final genera ejemplo de longitud para busqueda eficiente|kdxsofc xkdmg zcdcom cjcfags vc gsdzkuyv amom nyipycvm cxkbkcduc
228|Cesar|baja|2026-09-16|K03|prueba de laboratorio confirma equivalencia en base de pruebas como caso de prueba|xkvihp gi nphdkpcdkad qdfuakop ijvaspnifqap if hpri gi xkvihpr qdod qprd gi xkvihp
229|Daniela|alta|2026-09-17|K04|repositorio local filtra resultados con prioridad baja para revisar patron|qdonrhsnqhn knbzk ehksqz qdrtkszcnr bnm oqhnqhczc aziz ozqz qduhrzq ozsqnm
230|Emilio|media|2026-09-18|K05|el resultado del consola de monitoreo separa palabras para el analista|vo ivhfogzwl wvo xlmhloz wv nlmrglivl hvkziz kzozyizh kziz vo zmzorhgz
231|Fabiola|alta|2026-09-19|K06|requiere revision del modulo de busqueda para comparar datos y posicion|sfrvjfsf sfwjtjpo efm npevmp ef cvtrvfeb qbsb dpnqbsbs ebupt z qptjdjpo
232|Gustavo|media|2026-09-20|K07|analista revisa lista de remitentes con memoria controlada usando ordenamiento frecuente|lxlmsrjl caqsrl msrjl oa cansjaxjar wpx nanpcsl wpxjcpmlol trlxop pcoaxlnsaxjp ycawtaxja
233|Helena|baja|2026-09-21|K08|cola de prioridad mantiene mensaje y ordenamiento listos con prioridad alta|ifbe ou gjrfjroeo cedlrudu cudkesu z fjoudecrudlf brklfk ifd gjrfjroeo eble
234|Ivan|alta|2026-09-22|K09|buscar fecha en motor de frecuencia permite medir frecuencia con tabla inversa|kdblja onlqj nw vxcxa mn oanldnwlrj ynavrcn vnmra oanldnwlrj lxw cjkuj rwenabj
235|Julieta|media|2026-09-23|K10|reporte indica que bitacora cifrada analiza frecuencia con datos del remitente|hmnlhjm ufquyx tpm oujxylhx yuchxqx xfxwuvx chmypmfyux ylf qxjld qmw hmaujmfjm
236|Kevin|baja|2026-09-24|S01|indice de palabras usa palabra para probar cifrado y descifrado mediante sustitucion fija|(=$(#% $% ]!+!@}!; <;! ]!+!@}! ]!}! ]}[@!} #(^}!$[ ? $%;#(^}!$[ -%$(!=:% ;<;:(:<#([= ^()!
237|Laura|alta|2026-09-25|S02|cuando matriz de equivalencias compara patrones se registra equivalencia con fecha|*/^;(: }^?,=% () )>/=!^{);*=^. *:}<^,^ <^?,:;). .) ,)+=.?,^ )>/=!^{);*=^ *:; _)*-^
238|Mateo|media|2026-09-26|S03|el modulo compara lista longitud y patron dentro de control de acceso|], ./[^,/ =/.!+#+ ,:$%+ ,/?}:%^[ ) !+%#/? []?%#/ [] =/?%#/, [] +==]$/
239|Natalia|baja|2026-09-27|S04|directorio secreto genera ejemplo de archivo para busqueda eficiente|</(>:_^(/^ )>:(>_^ .>%>(} >!>$&#^ <> }(:?/-^ &}(} ;+)*+><} >,/:/>%_>
240|Oscar|alta|2026-09-28|S05|prueba de cifrado confirma tabla en panel de auditoria con criterio alfabetico|-[}@?. !@ /^#[.!+ /+_#^[). {.?(. @_ -._@( !@ .}!^{+[^. /+_ /[^{@[^+ .(#.?@{^/+
241|Patricia|media|2026-09-29|K01|servidor principal requiere revision durante la noche y conserva ataque|ltkcorgk hkofeohqs ktjxotkt ktcologf rxkqfzt sq fgeit n egfltkcq qzqjxt
242|Rafael|alta|2026-09-30|K02|el equipo del laboratorio central registra cambio para la prueba final|cg cpykas vcg gmnsomusoks bcduomg oczkiuom bmfnks amom gm aoycnm xkdmg
243|Silvia|media|2026-10-01|K03|bloquea acceso del red interna para comparar tabla y clave|hndjvip pqqird gin kig afcikfp xpkp qdoxpkpk cphnp w qnpsi
244|Tomas|baja|2026-10-02|K04|analista revisa archivo historico por longitud del texto usando texto frecuente|zmzkhrsz qduhrz zqbghun ghrsnqhbn onq knmfhstc cdk sdwsn trzmcn sdwsn eqdbtdmsd
245|Uriel|alta|2026-10-03|K05|canal seguro mantiene prioridad y lista listos para reporte de clase|xzmzo hvtfil nzmgrvmv kirlirwzw b orhgz orhglh kziz ivkligv wv xozhv
246|Veronica|media|2026-10-04|K06|buscar posicion en equipo azul permite medir datos con prioridad media|cvtdbs qptjdjpo fo frvjqp bavm qfsnjuf nfejs ebupt dpo qsjpsjebe nfejb
247|Wendy|baja|2026-10-05|K07|reporte indica que equipo rojo compara patrones segun la clave activa|cabpcja sxoswl dta adtsbp cpvp wpnblcl bljcpxar rautx ml wmlqa lwjsql
248|Xavier|alta|2026-10-06|K08|nodo norte usa busqueda para probar cifrado y descifrado segun fecha registrada|dfof dfjlu mke amkhmuoe geje gjfaej iryjeof z oukiryjeof kupmd yuiqe juprkljeoe
